"Dark chamber: optode #1, serial no. 293"																							
"Light chamber: optode #2, serial no. 294"																							
																							
																							
Day (6/23/2012 + )	Hour	Min	Time	Timestamp				DO_1 (µM) (dark)		DO_1 (% sat)		"DO_1 (Temp, deg C)"		DO_2 (µM) (light)		DO_2 (% sat)		"DO_2 (Temp, deg C)"					
1	14	30	104	72	377726	96459	5680	332479	84926	5690													
1	14	32	104	72	379265	96856	5681	332809	85024	5696													
1	14	34	104	72	381126	97342	5686	333115	85118	5704													
1	14	36	104	72	381963	97564	5689	332557	84991	5710													
1	14	38	104	72	381853	97542	5692	331698	84783	5716													
1	14	40	104	72	382398	97681	5691	331347	84697	5718													
1	14	42	104	72	382409	97682	5691	331756	84802	5718													
1	14	44	104	72	381343	97413	5692	331813	84821	5720													
1	14	46	104	72	381519	97470	5697	331204	84680	5727													
1	14	48	104	72	380825	97309	5703	332864	85123	5735													
1	14	50	104	72	381044	97370	5706	332338	84998	5740													
1	14	52	104	72	380519	97232	5704	332673	85083	5739													
1	14	54	104	72	380923	97331	5702	331666	84820	5737													
1	14	56	104	72	381053	97359	5700	332213	84946	5730													
1	14	58	104	72	379352	96923	5700	331277	84700	5728													
1	15	0	104	72	378118	96606	5699	332286	84950	5724													
1	15	2	104	72	377377	96414	5698	331678	84786	5720													
1	15	4	104	72	376566	96201	5695	330377	84432	5710													
1	15	6	104	72	375147	95833	5693	331233	84611	5692													
1	15	8	104	72	374390	95630	5689	332469	84911	5684													
1	15	10	104	72	374094	95549	5687	332082	84801	5679													
1	15	12	104	72	372527	95144	5685	331230	84579	5677													
1	15	14	104	72	372466	95129	5685	331646	84678	5674													
1	15	16	104	72	372235	95073	5686	332318	84849	5673													
1	15	18	104	72	372344	95103	5687	332068	84786	5674													
1	15	20	104	72	372161	95055	5687	332602	84922	5673													
1	15	22	104	72	372081	95029	5684	331390	84610	5672													
1	15	24	104	72	371768	94944	5682	331718	84691	5671													
1	15	26	104	72	372128	95030	5680	332355	84847	5668													
1	15	28	104	72	371297	94816	5679	332257	84820	5667													
1	15	30	104	72	371771	94937	5679	331719	84683	5667													
1	15	32	104	72	371410	94848	5680	331564	84644	5667													
1	15	34	104	72	371188	94794	5682	332204	84809	5668													
1	15	36	104	72	371847	94965	5683	331995	84759	5670													
1	15	38	104	72	370879	94718	5683	332227	84820	5670													
1	15	40	104	72	372440	95117	5683	331926	84743	5670													
1	15	42	104	72	372403	95106	5682	331150	84544	5670													
1	15	44	104	72	372112	95030	5682	331682	84680	5670													
1	15	46	104	72	371648	94907	5680	331915	84737	5669													
1	15	48	104	72	372324	95072	5677	331272	84567	5666													
1	15	50	104	72	371122	94759	5674	331320	84574	5664													
1	15	52	104	72	371374	94816	5671	331324	84568	5661													
1	15	54	104	72	371110	94744	5669	331578	84619	5654													
1	15	56	104	72	371511	94842	5667	330585	84342	5643													
1	15	58	104	72	370669	94624	5666	331178	84483	5638													
1	16	0	104	72	371903	94934	5664	332508	84817	5636													
1	16	2	104	72	370778	94644	5663	331910	84664	5636													
1	16	4	104	72	370613	94596	5661	330853	84390	5634													
1	16	6	104	72	370585	94586	5659	330715	84353	5633													
1	16	8	104	72	371184	94734	5657	331910	84653	5631													
1	16	10	104	72	370441	94541	5656	330754	84356	5629													
1	16	12	104	72	370536	94561	5654	330330	84243	5627													
1	16	14	104	72	369514	94294	5652	329795	84101	5625													
1	16	16	104	72	369651	94325	5650	330624	84306	5622													
1	16	18	104	72	370016	94413	5648	331595	84549	5620													
1	16	20	104	72	369436	94262	5646	330526	84274	5619													
1	16	22	104	72	369825	94357	5645	332422	84751	5616													
1	16	24	104	72	369911	94376	5643	330995	84383	5614													
1	16	26	104	72	369840	94354	5642	331289	84454	5612													
1	16	28	104	72	368588	94032	5641	330848	84340	5611													
1	16	30	104	72	369464	94253	5640	330276	84194	5611													
1	16	32	104	72	369856	94356	5641	331238	84444	5613													
1	16	34	104	72	369983	94393	5643	330685	84304	5614													
1	16	36	104	72	369942	94390	5646	332700	84824	5617													
1	16	38	104	72	370380	94509	5649	332628	84813	5620													
1	16	40	104	72	370677	94590	5651	331645	84570	5623													
1	16	42	104	72	370510	94552	5653	332802	84871	5627													
1	16	44	104	72	372360	95022	5652	332506	84800	5628													
1	16	46	104	72	372160	94967	5651	330815	84369	5629													
1	16	48	103	72	373157	95214	5648	330591	84310	5628													
1	16	50	104	72	373424	95277	5645	331441	84525	5627													
1	16	52	104	72	373057	95176	5642	331264	84472	5623													
1	16	54	104	72	372046	94912	5640	330612	84298	5619													
1	16	56	104	72	372158	94934	5637	330581	84282	5616													
1	16	58	104	72	371987	94885	5635	330841	84345	5614													
1	17	0	103	72	371777	94825	5633	330717	84306	5611													
1	17	2	104	72	371050	94637	5631	329916	84095	5608													
1	17	4	104	72	369560	94253	5630	330662	84277	5604													
1	17	6	104	72	370529	94496	5628	330247	84170	5603													
1	17	8	104	72	370326	94441	5626	330085	84128	5603													
1	17	10	104	72	371347	94695	5624	330197	84152	5601													
1	17	12	104	72	371092	94626	5622	331018	84358	5599													
1	17	14	104	72	370991	94596	5620	330266	84161	5597													
1	17	16	104	72	370548	94480	5619	329479	83957	5595													
1	17	18	103	72	371946	94832	5617	330559	84227	5593													
1	17	20	104	72	370951	94576	5616	331032	84345	5592													
1	17	22	104	72	371370	94680	5615	330906	84312	5591													
1	17	24	104	72	371373	94679	5615	330909	84311	5590													
1	17	26	104	72	371795	94786	5614	330822	84285	5589													
1	17	28	104	72	371334	94667	5614	329514	83950	5588													
1	17	30	104	72	371495	94705	5612	331619	84485	5587													
1	17	32	104	72	371341	94665	5612	331401	84428	5587													
1	17	34	104	72	372460	94947	5611	330740	84259	5586													
1	17	36	103	72	371731	94759	5610	330749	84261	5586													
1	17	38	104	72	371801	94775	5609	330435	84181	5586													
1	17	40	104	72	371748	94758	5608	330489	84192	5585													
1	17	42	104	72	370476	94432	5607	330517	84199	5585													
1	17	44	104	72	371117	94591	5605	330331	84149	5584													
1	17	46	104	72	371335	94643	5604	330168	84104	5582													
1	17	48	104	72	371637	94713	5601	331081	84330	5579													
1	17	50	104	72	371308	94623	5598	330594	84202	5577													
1	17	52	103	72	371213	94590	5595	330845	84257	5573													
1	17	54	103	72	371662	94697	5591	330661	84201	5569													
1	17	56	104	72	371519	94649	5587	331227	84333	5563													
1	17	58	104	72	371070	94526	5583	329525	83881	5554													
1	18	0	104	72	370858	94462	5579	329890	83955	5546													
1	18	2	104	72	371190	94538	5576	330666	84138	5539													
1	18	4	104	72	371131	94514	5572	329378	83802	5535													
1	18	6	104	72	370440	94328	5568	330394	84045	5527													
1	18	8	104	72	370395	94309	5564	330248	83992	5520													
1	18	10	104	72	370694	94374	5560	330059	83910	5505													
1	18	12	104	72	370813	94398	5557	329596	83788	5502													
1	18	14	103	72	369950	94174	5556	330660	84049	5498													
1	18	16	103	72	369897	94162	5556	330351	83969	5498													
1	18	18	104	72	370665	94360	5557	329541	83771	5501													
1	18	20	104	72	370700	94371	5558	329386	83740	5505													
1	18	22	103	72	370187	94241	5558	330708	84081	5507													
1	18	24	103	72	370258	94261	5559	329546	83792	5510													
1	18	26	103	72	370701	94375	5560	330622	84071	5513													
1	18	28	104	72	370335	94281	5559	330702	84095	5514													
1	18	30	104	72	370656	94355	5556	329368	83755	5514													
1	18	32	104	72	370602	94334	5553	329494	83784	5513													
1	18	34	104	72	371057	94442	5550	329947	83896	5511													
1	18	36	104	72	371210	94473	5546	328418	83501	5508													
1	18	38	103	72	370685	94334	5544	329124	83676	5506													
1	18	40	104	72	370370	94246	5541	328974	83623	5499													
1	18	42	104	72	370839	94359	5538	330042	83887	5496													
1	18	44	103	72	369612	94038	5535	328995	83617	5494													
1	18	46	104	72	370702	94311	5533	329923	83849	5492													
1	18	48	104	72	369897	94100	5530	329330	83685	5486													
1	18	50	103	72	370853	94340	5529	329442	83707	5483													
1	18	52	103	72	370716	94301	5527	328756	83531	5482													
1	18	54	104	72	370925	94353	5527	329036	83603	5482													
1	18	56	104	72	370795	94321	5527	329319	83677	5484													
1	18	58	104	72	370909	94351	5528	329404	83703	5486													
1	19	0	104	72	370477	94243	5528	329313	83685	5488													
1	19	2	103	72	370961	94367	5529	329228	83666	5489													
1	19	4	104	72	371069	94397	5530	329947	83853	5491													
1	19	6	104	72	371340	94469	5531	329389	83718	5494													
1	19	8	104	72	371554	94528	5533	330105	83907	5498													
1	19	10	104	72	371721	94576	5535	330099	83914	5502													
1	19	12	103	72	371831	94617	5541	329771	83846	5509													
1	19	14	104	72	373039	94945	5549	331017	84196	5524													
1	19	16	104	72	373804	95166	5560	330548	84117	5543													
1	19	18	104	72	376889	95974	5569	329848	83979	5562													
1	19	20	104	72	378538	96396	5570	329753	83975	5571													
1	19	22	104	72	379043	96529	5572	330529	84182	5575													
1	19	24	104	72	379463	96630	5569	329304	83870	5575													
1	19	26	104	72	378310	96330	5567	328953	83775	5573													
1	19	28	104	72	378759	96435	5563	329014	83779	5567													
1	19	30	103	72	377585	96129	5560	328925	83746	5563													
1	19	32	104	72	376617	95876	5557	328993	83752	5557													
1	19	34	104	72	375116	95490	5556	328896	83717	5552													
1	19	36	104	72	373949	95188	5554	328652	83642	5547													
1	19	38	104	72	373511	95075	5553	328946	83711	5544													
1	19	40	103	72	372570	94834	5553	329363	83807	5539													
1	19	42	104	72	372052	94705	5554	328641	83617	5536													
1	19	44	104	72	372052	94710	5556	328891	83686	5539													
1	19	46	103	72	371779	94641	5556	329118	83747	5540													
1	19	48	103	72	371843	94653	5554	329209	83770	5540													
1	19	50	103	72	371317	94515	5553	329647	83879	5539													
1	19	52	103	72	370684	94347	5550	328890	83681	5537													
1	19	54	104	72	370732	94354	5548	328506	83579	5534													
1	19	56	103	72	370573	94310	5546	329408	83804	5532													
1	19	58	104	72	370320	94240	5544	328876	83663	5530													
1	20	0	103	72	370317	94238	5543	328518	83564	5526													
1	20	2	103	72	370752	94348	5543	328482	83555	5526													
1	20	4	104	72	370419	94270	5546	328859	83659	5530													
1	20	6	103	72	371200	94483	5552	329111	83729	5532													
1	20	8	103	72	370364	94287	5559	329430	83827	5541													
1	20	10	103	72	371860	94681	5564	330793	84192	5549													
1	20	12	104	72	371623	94619	5563	329573	83886	5551													
1	20	14	103	72	372447	94821	5560	329889	83962	5549													
1	20	16	104	72	372674	94870	5557	329267	83796	5546													
1	20	18	104	72	372320	94770	5553	328170	83502	5539													
1	20	20	103	72	371999	94681	5549	328826	83638	5524													
1	20	22	104	72	372552	94815	5547	329409	83765	5514													
1	20	24	103	72	370915	94390	5543	328772	83580	5503													
1	20	26	103	72	370883	94378	5542	330003	83885	5499													
1	20	28	103	72	370765	94344	5540	329951	83870	5499													
1	20	30	103	72	371086	94423	5539	329996	83884	5500													
1	20	32	103	72	369840	94111	5541	330166	83934	5503													
1	20	34	104	72	370407	94266	5545	330184	83949	5508													
1	20	36	103	72	371131	94465	5551	330524	84052	5516													
1	20	38	103	72	371149	94473	5553	330522	84060	5519													
1	20	40	104	72	371441	94546	5552	330724	84114	5521													
1	20	42	103	72	371840	94644	5551	329853	83894	5521													
1	20	44	104	72	371335	94515	5551	329757	83873	5523													
1	20	46	104	72	371547	94573	5552	329907	83917	5526													
1	20	48	103	72	372149	94728	5553	328472	83556	5527													
1	20	50	103	72	371751	94626	5553	329278	83763	5529													
1	20	52	103	72	371905	94661	5551	328651	83604	5529													
1	20	54	103	72	372082	94702	5549	328844	83653	5529													
1	20	56	104	72	372015	94688	5551	328878	83667	5531													
1	20	58	103	72	372280	94762	5553	328816	83659	5535													
1	21	0	104	72	370190	94233	5555	328475	83576	5537													
1	21	2	103	72	371523	94571	5554	329486	83834	5537													
1	21	4	103	72	371017	94441	5553	328700	83634	5537													
1	21	6	104	72	370839	94389	5551	328713	83634	5536													
1	21	8	103	72	371223	94479	5547	329206	83754	5533													
1	21	10	103	72	370501	94285	5543	329331	83775	5528													
1	21	12	103	72	371145	94442	5541	328113	83456	5523													
1	21	14	103	72	370737	94334	5539	327959	83398	5515													
1	21	16	103	72	369776	94090	5539	328397	83498	5509													
1	21	18	103	72	370545	94287	5539	328759	83588	5508													
1	21	20	103	72	370573	94290	5538	328254	83456	5507													
1	21	22	103	72	369766	94079	5535	328615	83545	5505													
1	21	24	103	72	370508	94260	5532	328475	83504	5503													
1	21	26	104	72	370063	94141	5530	328835	83589	5500													
1	21	28	104	72	369824	94072	5527	327905	83346	5497													
1	21	30	103	72	370147	94149	5524	329163	83660	5494													
1	21	32	103	72	370739	94294	5522	327809	83307	5490													
1	21	34	104	72	370592	94254	5521	328063	83363	5486													
1	21	36	104	72	370370	94193	5519	328649	83498	5480													
1	21	38	103	72	370657	94264	5518	328434	83446	5481													
1	21	40	104	72	370379	94190	5517	328824	83545	5481													
1	21	42	103	72	369379	93934	5516	327732	83269	5481													
1	21	44	103	72	369654	94000	5515	327929	83317	5480													
1	21	46	103	72	368999	93829	5513	328065	83350	5480													
1	21	48	103	72	368442	93682	5510	327688	83251	5478													
1	21	50	104	72	368370	93656	5507	328225	83383	5476													
1	21	52	103	72	368663	93726	5505	328251	83388	5475													
1	21	54	103	72	367840	93513	5504	328013	83324	5474													
1	21	56	103	72	367430	93409	5504	327611	83223	5474													
1	21	58	103	72	367158	93343	5505	328778	83519	5474													
1	22	0	103	72	368485	93686	5508	327885	83294	5475													
1	22	2	103	72	367750	93507	5511	328834	83543	5478													
1	22	4	103	72	368343	93663	5513	329125	83624	5482													
1	22	6	103	72	369148	93866	5512	329538	83735	5485													
1	22	8	103	72	369122	93859	5512	329502	83731	5487													
1	22	10	104	72	368812	93775	5510	329246	83665	5487													
1	22	12	103	72	369036	93829	5509	328376	83445	5487													
1	22	14	103	72	369629	93978	5508	328169	83393	5487													
1	22	16	103	72	369773	94013	5507	328364	83443	5488													
1	22	18	103	72	369597	93970	5508	327668	83269	5489													
1	22	20	103	72	370094	94097	5508	327636	83264	5490													
1	22	22	103	72	369818	94028	5509	328296	83433	5491													
1	22	24	103	72	369948	94062	5509	328150	83398	5492													
1	22	26	103	72	369453	93936	5509	328367	83455	5493													
1	22	28	103	72	370254	94139	5509	327986	83359	5493													
1	22	30	103	72	370286	94149	5510	327693	83289	5495													
1	22	32	103	72	369918	94061	5512	328521	83505	5498													
1	22	34	103	72	370427	94199	5515	329452	83749	5501													
1	22	36	103	72	370837	94313	5519	328636	83551	5506													
1	22	38	103	72	371032	94366	5521	329865	83871	5509													
1	22	40	103	72	371248	94423	5522	329996	83911	5512													
1	22	42	103	72	370990	94357	5522	330187	83965	5515													
1	22	44	104	72	371865	94579	5521	330351	84010	5517													
1	22	46	103	72	372338	94700	5522	329217	83726	5518													
1	22	48	103	72	372229	94674	5522	328779	83618	5520													
1	22	50	103	72	372799	94822	5523	329491	83806	5523													
1	22	52	103	72	372701	94806	5527	330899	84173	5527													
1	22	54	103	72	372963	94885	5532	329939	83942	5534													
1	22	56	103	72	373986	95153	5536	330726	84155	5540													
1	22	58	103	72	374786	95364	5539	330616	84140	5546													
1	23	0	103	72	375944	95662	5540	330285	84065	5550													
1	23	2	103	72	376498	95809	5543	329820	83955	5554													
1	23	4	103	72	375815	95639	5544	329924	83987	5556													
1	23	6	103	72	376001	95691	5546	328472	83624	5560													
1	23	8	103	72	376387	95794	5548	328751	83702	5563													
1	23	10	103	72	376575	95844	5549	329637	83933	5565													
1	23	12	103	72	376466	95823	5551	329982	84028	5569													
1	23	14	103	72	376502	95839	5554	329672	83958	5573													
1	23	16	103	72	376524	95849	5556	330142	84085	5576													
1	23	18	103	72	375852	95683	5558	329645	83965	5579													
1	23	20	103	72	376793	95925	5559	331324	84400	5583													
1	23	22	103	72	376435	95842	5563	329283	83888	5586													
1	23	24	103	72	376948	95977	5564	330286	84150	5589													
1	23	26	103	72	377376	96092	5567	330495	84208	5592													
1	23	28	103	72	376409	95846	5567	329423	83937	5593													
1	23	30	103	72	376387	95838	5566	329911	84061	5592													
1	23	32	103	72	377397	96091	5564	329480	83948	5591													
1	23	34	103	72	375871	95701	5564	328451	83681	5589													
1	23	36	103	72	375875	95702	5564	329054	83830	5586													
1	23	38	103	72	375037	95488	5564	328407	83659	5584													
1	23	40	103	72	373789	95174	5565	328828	83762	5582													
1	23	42	103	72	374237	95293	5567	328547	83687	5580													
1	23	44	103	72	372963	94976	5570	327834	83506	5580													
1	23	46	103	72	372706	94915	5572	329186	83848	5579													
1	23	48	103	72	372044	94748	5572	329133	83835	5580													
1	23	50	103	72	371749	94677	5574	329455	83921	5581													
1	23	52	103	72	372425	94856	5577	329685	83986	5584													
1	23	54	103	72	372220	94806	5578	329718	83999	5587													
1	23	56	103	72	371794	94701	5579	329697	83999	5589													
1	23	58	103	72	371708	94680	5580	329578	83971	5590													
2	0	0	103	72	371464	94617	5580	328948	83812	5591													
2	0	2	103	72	372241	94816	5580	329524	83961	5592													
2	0	4	103	72	371930	94739	5580	330004	84086	5593													
2	0	6	103	72	371859	94722	5581	329844	84049	5595													
2	0	8	103	72	371061	94522	5583	329131	83870	5596													
2	0	10	103	72	371267	94577	5583	328937	83824	5598													
2	0	12	103	72	372172	94813	5586	329347	83933	5600													
2	0	14	103	72	371709	94701	5588	328748	83784	5601													
2	0	16	103	72	370898	94499	5590	329669	84022	5603													
2	0	18	103	72	371841	94742	5591	329462	83972	5604													
2	0	20	103	72	371336	94619	5594	330728	84301	5607													
2	0	22	103	72	372080	94816	5597	330101	84149	5611													
2	0	24	103	72	372169	94844	5599	329169	83917	5614													
2	0	26	103	72	372797	95006	5600	330249	84198	5616													
2	0	28	103	72	372738	94991	5600	329920	84116	5617													
2	0	30	103	72	372955	95051	5602	329932	84124	5619													
2	0	32	103	72	373626	95222	5602	329932	84125	5620													
2	0	34	103	72	373947	95304	5602	329627	84049	5621													
2	0	36	103	72	374192	95368	5602	329729	84078	5622													
2	0	38	103	72	374497	95451	5605	328643	83804	5623													
2	0	40	103	72	374891	95555	5606	329133	83932	5625													
2	0	42	103	72	374185	95376	5606	329703	84078	5625													
2	0	44	103	72	374099	95355	5607	327714	83571	5625													
2	0	46	103	72	373579	95218	5605	328525	83772	5622													
2	0	48	103	72	373675	95236	5602	328843	83842	5617													
2	0	50	103	72	372001	94800	5598	328694	83789	5610													
2	0	52	103	72	371537	94676	5596	329569	83992	5601													
2	0	54	103	72	370751	94474	5595	328525	83708	5592													
2	0	56	103	72	370233	94343	5596	328632	83717	5584													
2	0	58	103	72	369560	94173	5596	328520	83691	5585													
2	1	0	103	72	370618	94449	5599	328745	83751	5587													
2	1	2	103	72	370455	94424	5606	329369	83922	5592													
2	1	4	103	72	370433	94457	5622	329812	84106	5625													
2	1	6	103	72	371158	94670	5634	328739	83922	5667													
2	1	8	103	72	373285	95225	5639	329231	84084	5684													
2	1	10	103	72	374727	95603	5643	329506	84166	5689													
2	1	12	103	72	375185	95713	5640	329677	84216	5692													
2	1	14	103	72	375505	95791	5639	329772	84242	5693													
2	1	16	103	72	375979	95913	5639	330272	84368	5692													
2	1	18	103	72	375757	95858	5640	329036	84051	5692													
2	1	20	103	72	376448	96032	5639	329246	84097	5688													
2	1	22	103	72	375241	95720	5637	329437	84134	5683													
2	1	24	103	72	375203	95703	5634	328608	83905	5675													
2	1	26	103	72	373857	95350	5630	329450	84077	5655													
2	1	28	103	72	373476	95243	5626	329634	84074	5632													
2	1	30	103	72	372973	95105	5622	330162	84139	5599													
2	1	32	103	72	371972	94845	5620	330950	84327	5593													
2	1	34	103	72	370668	94509	5619	330405	84186	5592													
2	1	36	103	72	371021	94597	5618	331390	84436	5591													
2	1	38	103	72	370060	94351	5617	330351	84167	5589													
2	1	40	103	72	369572	94226	5617	330739	84265	5589													
2	1	42	103	72	369404	94183	5617	330470	84197	5590													
2	1	44	103	72	369477	94203	5618	330165	84122	5591													
2	1	46	103	72	369069	94098	5617	331011	84339	5591													
2	1	48	103	72	368584	93975	5617	330145	84119	5592													
2	1	50	103	72	369088	94103	5617	330417	84191	5593													
2	1	52	103	72	369393	94180	5617	330142	84121	5593													
2	1	54	103	72	369145	94116	5617	330529	84220	5593													
2	1	56	103	72	369030	94088	5617	330802	84292	5594													
2	1	58	103	72	368905	94060	5619	329866	84059	5597													
2	2	0	103	72	369850	94305	5621	331260	84422	5600													
2	2	2	103	72	369162	94134	5622	330976	84354	5602													
2	2	4	103	72	369771	94289	5622	331950	84603	5603													
2	2	6	103	72	368865	94058	5622	330585	84257	5604													
2	2	8	103	72	369689	94267	5622	331226	84421	5604													
2	2	10	103	72	368584	93984	5621	330956	84354	5605													
2	2	12	103	72	369549	94230	5621	330707	84293	5606													
2	2	14	103	72	369093	94115	5622	330107	84143	5607													
2	2	16	103	72	369354	94187	5624	330476	84243	5610													
2	2	18	103	72	368940	94088	5627	331132	84418	5613													
2	2	20	103	72	368631	94014	5629	331785	84591	5617													
2	2	22	103	72	368945	94098	5630	331473	84517	5619													
2	2	24	103	72	370195	94419	5632	330958	84391	5622													
2	2	26	103	72	369034	94123	5632	329627	84057	5624													
2	2	28	103	72	369735	94305	5633	330521	84288	5626													
2	2	30	103	72	369937	94356	5633	330526	84292	5627													
2	2	32	103	72	369912	94351	5633	331360	84507	5628													
2	2	34	103	72	369774	94316	5633	330754	84355	5629													
2	2	36	103	72	370256	94440	5633	330710	84346	5630													
2	2	38	103	72	370341	94461	5633	330904	84397	5631													
2	2	40	103	72	370043	94389	5635	330562	84315	5633													
2	2	42	103	72	370333	94468	5637	330270	84245	5635													
2	2	44	103	72	369524	94266	5639	330120	84212	5638													
2	2	46	103	72	370109	94421	5641	330664	84356	5640													
2	2	48	103	72	369627	94301	5643	329562	84079	5642													
2	2	50	103	72	369768	94338	5643	330316	84276	5645													
2	2	52	103	72	369454	94260	5644	329727	84132	5648													
2	2	54	103	72	369659	94316	5646	330054	84221	5650													
2	2	56	103	72	369852	94368	5647	331069	84487	5653													
2	2	58	103	72	369727	94345	5650	330980	84473	5657													
2	3	0	103	72	370794	94629	5655	330226	84293	5663													
2	3	2	103	72	371705	94872	5659	331972	84753	5670													
2	3	4	103	72	372494	95085	5664	332494	84906	5679													
2	3	6	103	72	373094	95248	5668	333111	85081	5687													
2	3	8	103	72	373445	95340	5669	332428	84917	5692													
2	3	10	103	72	374276	95552	5669	331757	84751	5694													
2	3	12	103	72	374927	95720	5670	330888	84528	5694													
2	3	14	103	72	374801	95687	5669	331180	84601	5693													
2	3	16	103	72	374769	95674	5668	330767	84494	5692													
2	3	18	103	72	374497	95608	5669	330700	84477	5692													
2	3	20	103	72	374135	95519	5670	330934	84540	5694													
2	3	22	103	72	374279	95559	5672	330300	84379	5695													
2	3	24	103	72	372834	95193	5673	331392	84661	5696													
2	3	26	103	72	372561	95125	5674	330407	84411	5696													
2	3	28	103	72	372967	95235	5676	330807	84518	5699													
2	3	30	103	72	372259	95065	5681	330066	84336	5702													
2	3	32	103	72	372288	95084	5685	330739	84518	5707													
2	3	34	103	72	373164	95318	5690	332755	85046	5713													
2	3	36	103	72	372919	95262	5692	330866	84573	5717													
2	3	38	103	72	373888	95510	5693	332239	84926	5718													
2	3	40	103	72	374900	95771	5694	332178	84912	5719													
2	3	42	103	72	375230	95856	5694	332138	84901	5719													
2	3	44	103	72	375109	95827	5695	331443	84724	5719													
2	3	46	103	72	375171	95845	5696	332200	84918	5719													
2	3	48	103	72	374549	95687	5696	330276	84425	5718													
2	3	50	103	72	373433	95401	5696	330879	84578	5718													
2	3	52	103	72	373698	95468	5695	330514	84483	5717													
2	3	54	103	72	373603	95448	5697	330881	84579	5718													
2	3	56	103	72	372629	95207	5700	332292	84947	5722													
2	3	58	103	72	371709	94980	5704	331322	84707	5725													
2	4	0	103	72	371735	94994	5707	332165	84931	5729													
2	4	2	103	72	371472	94936	5711	332736	85080	5731													
2	4	4	103	72	372834	95290	5713	332886	85121	5732													
2	4	6	103	72	372747	95272	5715	333562	85299	5734													
2	4	8	103	72	373888	95566	5716	332979	85149	5734													
2	4	10	103	72	374158	95635	5716	332946	85141	5734													
2	4	12	103	72	373973	95584	5714	333131	85186	5733													
2	4	14	103	72	373217	95390	5714	332137	84932	5733													
2	4	16	103	72	372662	95249	5714	332311	84977	5733													
2	4	18	103	72	372368	95175	5715	332055	84911	5733													
2	4	20	103	72	370799	94776	5715	332224	84953	5733													
2	4	22	103	72	372002	95085	5716	332029	84900	5731													
2	4	24	103	72	370591	94726	5717	332897	85119	5729													
2	4	26	103	72	370941	94818	5718	333022	85152	5730													
2	4	28	103	72	370723	94767	5720	332618	85052	5732													
2	4	30	103	72	369867	94553	5722	332194	84948	5734													
2	4	32	103	72	369817	94547	5725	332716	85086	5736													
2	4	34	103	72	369883	94568	5726	333191	85210	5737													
2	4	36	103	72	370094	94623	5727	333686	85338	5737													
2	4	38	103	72	370268	94667	5726	334345	85505	5737													
2	4	40	103	72	369852	94562	5727	332513	85035	5736													
2	4	42	103	72	370078	94618	5726	333965	85406	5736													
2	4	44	103	72	370146	94633	5725	334118	85443	5735													
2	4	46	103	72	369001	94339	5725	333601	85310	5735													
2	4	48	103	72	369653	94506	5725	332414	85005	5734													
2	4	50	103	72	368903	94314	5725	331508	84771	5733													
2	4	52	103	72	369116	94367	5724	332984	85144	5731													
2	4	54	103	72	369227	94396	5725	332120	84922	5731													
2	4	56	103	72	368956	94328	5725	332682	85064	5730													
2	4	58	103	72	368952	94330	5726	331865	84857	5730													
2	5	0	103	72	369393	94446	5727	332454	85008	5731													
2	5	2	103	72	368430	94206	5730	332827	85102	5730													
2	5	4	103	72	368910	94334	5732	332799	85098	5732													
2	5	6	103	72	368488	94233	5735	333636	85319	5734													
2	5	8	103	72	368160	94150	5736	333359	85252	5736													
2	5	10	103	72	368477	94229	5735	334401	85518	5736													
2	5	12	103	72	368469	94230	5736	334293	85495	5738													
2	5	14	103	72	369759	94567	5739	334601	85579	5741													
2	5	16	103	72	369460	94493	5740	333894	85403	5743													
2	5	18	103	72	368104	94145	5740	333692	85355	5745													
2	5	20	103	72	369643	94537	5739	334523	85569	5745													
2	5	22	103	72	370097	94656	5740	333612	85340	5747													
2	5	24	103	72	369777	94579	5742	334056	85457	5749													
2	5	26	103	72	370209	94690	5742	334166	85486	5749													
2	5	28	103	72	369939	94620	5742	333256	85253	5749													
2	5	30	103	72	369800	94581	5741	333510	85313	5747													
2	5	32	103	72	369872	94597	5740	333462	85296	5744													
2	5	34	103	72	370557	94773	5740	332783	85120	5744													
2	5	36	103	72	369051	94392	5741	333454	85295	5745													
2	5	38	103	72	368500	94255	5743	332908	85153	5744													
2	5	40	103	72	369380	94484	5745	334774	85624	5741													
2	5	42	103	72	369323	94471	5745	334263	85494	5741													
2	5	44	103	72	368220	94189	5745	334774	85624	5741													
2	5	46	103	72	368394	94230	5744	333768	85365	5740													
2	5	48	103	72	368371	94220	5742	333210	85220	5739													
2	5	50	103	72	368075	94141	5741	333743	85353	5738													
2	5	52	103	72	368146	94157	5740	332750	85097	5737													
2	5	54	103	72	367805	94072	5741	332864	85129	5738													
2	5	56	103	72	368065	94140	5742	333132	85191	5735													
2	5	58	103	72	367527	94004	5742	333336	85236	5732													
2	6	0	103	72	367804	94075	5742	334401	85508	5732													
2	6	2	103	72	368111	94155	5743	333783	85353	5733													
2	6	4	103	72	368168	94174	5745	334257	85481	5736													
2	6	6	103	72	368182	94194	5752	334177	85478	5744													
2	6	8	103	72	367883	94145	5763	336303	86065	5764													
2	6	10	103	72	368755	94400	5776	335729	85984	5794													
2	6	12	103	72	370868	94961	5785	334938	85828	5815													
2	6	14	103	72	372534	95394	5787	334836	85806	5817													
2	6	16	103	72	372150	95286	5783	334575	85736	5816													
2	6	18	103	72	372113	95263	5778	334504	85706	5811													
2	6	20	103	72	372494	95351	5774	332664	85223	5805													
2	6	22	103	72	372176	95261	5771	333663	85468	5800													
